time,bcs,bpc,cfr,css,hth,pm1s10,pm1s25,pm1e10,pm1e25,pm1s100,pm1e100,removal_reason
2025-04-23 01:06:00+00:00,3,95.8,0,100.0,64,1,1,1,1,5,5,Duplicate Timestamp
