time,pm1s10,pm1s25,pm1e10,pm1e25
2025-01-09 01:17:41+00:00,80.0,,,
2025-01-13 15:26:00+00:00,134.0,,,
2025-01-13 15:27:01+00:00,71.0,,,
2025-01-17 01:26:34+00:00,66.0,,,
2025-01-18 14:37:26+00:00,94.0,,,
2025-01-18 14:43:30+00:00,180.0,,,
2025-01-18 14:44:31+00:00,74.0,,,
2025-01-18 14:45:32+00:00,56.0,,,
2025-01-19 18:53:29+00:00,60.0,,,
2025-01-19 23:44:34+00:00,51.0,,,
2025-01-19 23:51:44+00:00,58.0,,,
2025-01-19 23:53:47+00:00,89.0,,,
2025-01-20 00:51:06+00:00,80.0,,,
2025-01-20 00:53:07+00:00,65.0,,,
2025-01-20 00:54:08+00:00,67.0,,,
2025-01-20 00:57:12+00:00,54.0,,,
2025-01-20 01:03:21+00:00,57.0,,,
2025-01-20 01:04:22+00:00,76.0,,,
2025-01-20 01:11:30+00:00,60.0,,,
2025-01-20 01:12:31+00:00,99.0,,,
2025-01-20 01:13:32+00:00,103.0,,,
2025-01-20 01:14:34+00:00,74.0,,,
2025-01-20 01:15:34+00:00,94.0,,,
2025-01-20 01:17:37+00:00,69.0,,,
2025-01-20 01:21:47+00:00,51.0,,,
2025-01-20 01:22:48+00:00,60.0,,,
2025-01-20 01:23:49+00:00,68.0,,,
2025-01-20 01:24:51+00:00,73.0,,,
2025-01-20 01:25:52+00:00,67.0,,,
2025-01-20 01:26:54+00:00,56.0,,,
2025-01-20 01:28:57+00:00,51.0,,,
2025-01-20 02:33:26+00:00,112.0,,,
2025-01-20 02:34:28+00:00,145.0,,,
2025-01-20 02:35:28+00:00,68.0,,,
2025-01-20 02:36:29+00:00,72.0,,,
2025-01-20 02:38:32+00:00,55.0,,,
2025-01-20 02:40:34+00:00,51.0,,,
2025-01-20 02:42:36+00:00,54.0,,,
2025-01-20 04:52:28+00:00,96.0,,,
2025-01-20 04:53:29+00:00,94.0,,,
2025-01-20 04:54:31+00:00,114.0,,,
2025-01-20 04:55:32+00:00,95.0,,,
2025-01-20 04:57:35+00:00,58.0,,,
2025-01-20 04:59:38+00:00,129.0,,,
2025-01-20 05:00:39+00:00,125.0,,,
2025-01-20 05:02:42+00:00,125.0,,,
2025-01-20 05:03:44+00:00,146.0,,,
2025-01-20 05:04:45+00:00,79.0,,,
2025-01-20 05:09:01+00:00,111.0,,,
2025-01-20 05:10:03+00:00,111.0,,,
2025-01-20 05:11:04+00:00,119.0,,,
2025-01-20 05:12:05+00:00,118.0,,,
2025-01-20 05:13:07+00:00,81.0,,,
2025-01-23 14:47:43+00:00,52.0,,,
2025-01-23 14:50:47+00:00,51.0,,,
2025-01-25 14:53:42+00:00,66.0,,,
2025-01-25 14:54:42+00:00,193.0,,,
2025-01-25 14:57:46+00:00,84.0,,,
2025-01-25 14:58:47+00:00,80.0,,,
2025-01-25 14:59:48+00:00,113.0,,,
2025-01-25 15:00:49+00:00,98.0,,,
2025-01-25 15:04:58+00:00,52.0,,,
2025-01-25 15:05:59+00:00,69.0,,,
2025-01-25 15:08:02+00:00,101.0,,,
2025-01-27 14:10:51+00:00,70.0,,,
2025-01-27 14:11:52+00:00,260.0,,,
2025-01-27 14:14:54+00:00,147.0,,,
2025-01-27 14:15:55+00:00,118.0,,,
2025-01-27 16:40:11+00:00,107.0,,,
2025-01-27 16:41:12+00:00,112.0,,,
2025-01-27 16:42:14+00:00,86.0,,,
2025-01-30 01:53:22+00:00,55.0,,,
2025-01-30 01:54:24+00:00,67.0,,,
2025-01-30 01:55:25+00:00,64.0,,,
2025-02-04 05:15:19+00:00,72.0,,,
2025-02-04 05:21:28+00:00,58.0,,,
2025-02-04 05:25:34+00:00,66.0,,,
2025-02-04 05:32:42+00:00,65.0,,,
2025-02-04 05:36:47+00:00,59.0,,,
2025-02-04 05:37:48+00:00,53.0,,,
2025-02-04 05:40:51+00:00,76.0,,,
2025-02-04 05:41:53+00:00,54.0,,,
2025-02-08 00:44:58+00:00,129.0,,,
2025-02-08 00:45:59+00:00,200.0,,,
2025-02-08 00:47:00+00:00,98.0,,,
2025-02-08 00:57:14+00:00,51.0,,,
2025-02-08 00:58:16+00:00,65.0,,,
2025-02-11 18:24:19+00:00,98.0,,,
2025-02-11 18:26:22+00:00,60.0,,,
2025-02-11 18:29:27+00:00,84.0,,,
2025-02-11 18:30:28+00:00,150.0,,,
2025-02-11 18:32:31+00:00,94.0,,,
2025-02-11 18:33:32+00:00,132.0,,,
2025-02-11 18:34:34+00:00,154.0,,,
2025-02-11 18:35:34+00:00,154.0,,,
2025-02-11 18:36:35+00:00,116.0,,,
2025-02-11 18:37:37+00:00,106.0,,,
2025-02-11 18:38:38+00:00,121.0,,,
2025-02-11 18:39:39+00:00,84.0,,,
2025-02-11 18:40:40+00:00,52.0,,,
2025-02-11 18:42:43+00:00,62.0,,,
2025-02-11 18:43:44+00:00,190.0,,,
2025-02-11 18:44:46+00:00,193.0,,,
2025-02-11 18:49:53+00:00,63.0,,,
2025-02-11 18:50:54+00:00,68.0,,,
2025-02-11 18:51:56+00:00,55.0,,,
2025-02-11 18:52:57+00:00,64.0,,,
2025-02-11 18:53:59+00:00,101.0,,,
2025-02-11 18:55:00+00:00,91.0,,,
2025-02-11 18:58:03+00:00,67.0,,,
2025-02-11 18:59:05+00:00,61.0,,,
2025-02-11 20:03:35+00:00,58.0,,,
2025-02-11 20:49:21+00:00,58.0,,,
2025-02-11 21:01:16+00:00,53.0,,,
2025-02-12 00:00:39+00:00,54.0,,,
2025-02-12 00:02:40+00:00,69.0,,,
2025-02-12 00:04:40+00:00,67.0,,,
2025-02-12 00:05:40+00:00,56.0,,,
2025-02-12 00:07:41+00:00,72.0,,,
2025-02-12 00:08:41+00:00,59.0,,,
2025-02-12 00:09:42+00:00,68.0,,,
2025-02-12 00:10:42+00:00,65.0,,,
2025-02-12 00:18:44+00:00,71.0,,,
2025-02-12 00:19:44+00:00,74.0,,,
2025-02-12 00:21:45+00:00,53.0,,,
2025-02-12 00:23:45+00:00,56.0,,,
2025-02-12 00:24:45+00:00,65.0,,,
2025-02-12 00:25:46+00:00,63.0,,,
2025-02-12 00:38:49+00:00,57.0,,,
2025-02-12 00:39:50+00:00,58.0,,,
2025-02-12 00:44:51+00:00,58.0,,,
2025-02-12 00:47:52+00:00,58.0,,,
2025-02-12 00:48:52+00:00,57.0,,,
2025-02-12 00:49:52+00:00,52.0,,,
2025-02-12 00:51:53+00:00,76.0,,,
2025-02-12 00:52:53+00:00,71.0,,,
2025-02-12 00:53:53+00:00,66.0,,,
2025-02-12 00:54:54+00:00,54.0,,,
2025-02-12 00:55:54+00:00,52.0,,,
2025-02-12 00:57:54+00:00,65.0,,,
2025-02-12 01:00:55+00:00,62.0,,,
2025-02-12 01:01:56+00:00,67.0,,,
2025-02-12 01:02:56+00:00,100.0,,,
2025-02-12 01:04:56+00:00,58.0,,,
2025-02-12 01:05:57+00:00,87.0,,,
2025-02-12 01:06:57+00:00,123.0,,,
2025-02-12 01:07:57+00:00,121.0,,,
2025-02-12 01:10:58+00:00,77.0,,,
2025-02-12 01:11:58+00:00,92.0,,,
2025-02-12 01:14:59+00:00,177.0,,,
2025-02-12 01:15:59+00:00,124.0,,,
2025-02-12 01:19:00+00:00,70.0,,,
2025-02-12 01:21:01+00:00,59.0,,,
2025-02-12 01:26:03+00:00,74.0,,,
2025-02-12 01:30:32+00:00,55.0,,,
2025-02-12 01:34:34+00:00,52.0,,,
2025-02-12 01:39:36+00:00,94.0,,,
2025-02-12 01:41:36+00:00,72.0,,,
2025-02-12 01:42:37+00:00,52.0,,,
2025-02-12 01:52:45+00:00,59.0,,,
2025-02-12 01:53:45+00:00,60.0,,,
2025-02-12 01:57:03+00:00,69.0,,,
2025-02-12 01:58:04+00:00,109.0,,,
2025-02-12 01:59:05+00:00,81.0,,,
2025-02-12 02:00:07+00:00,119.0,,,
2025-02-12 02:01:08+00:00,85.0,,,
2025-02-12 02:04:13+00:00,102.0,,,
2025-02-12 02:05:14+00:00,78.0,,,
2025-02-12 02:06:15+00:00,63.0,,,
2025-02-12 02:12:05+00:00,139.0,,,
2025-02-12 02:13:05+00:00,121.0,,,
2025-02-12 02:14:06+00:00,103.0,,,
2025-02-12 02:16:09+00:00,103.0,,,
2025-02-12 02:17:11+00:00,69.0,,,
2025-02-12 02:19:14+00:00,161.0,,,
2025-02-12 02:21:17+00:00,103.0,,,
2025-02-12 02:23:19+00:00,79.0,,,
2025-02-12 02:25:22+00:00,54.0,,,
2025-02-12 02:27:03+00:00,92.0,,,
2025-02-12 02:28:04+00:00,81.0,,,
2025-02-12 02:32:09+00:00,67.0,,,
2025-02-12 02:33:11+00:00,77.0,,,
2025-02-12 02:34:12+00:00,74.0,,,
2025-02-12 02:38:18+00:00,101.0,,,
2025-02-12 02:39:19+00:00,89.0,,,
2025-02-12 02:40:21+00:00,111.0,,,
2025-02-12 02:42:24+00:00,108.0,,,
2025-02-12 02:43:25+00:00,90.0,,,
2025-02-12 02:45:28+00:00,68.0,,,
2025-02-12 02:47:31+00:00,103.0,,,
2025-02-12 02:48:32+00:00,94.0,,,
2025-02-12 02:49:34+00:00,111.0,,,
2025-02-12 02:50:35+00:00,224.0,,,
2025-02-12 02:51:37+00:00,114.0,,,
2025-02-12 02:52:38+00:00,92.0,,,
2025-02-12 02:53:40+00:00,88.0,,,
2025-02-12 02:54:41+00:00,249.0,,,
2025-02-12 02:57:05+00:00,243.0,,,
2025-02-12 02:58:06+00:00,159.0,,,
2025-02-12 02:59:07+00:00,115.0,,,
2025-02-12 03:00:09+00:00,94.0,,,
2025-02-12 03:01:10+00:00,305.0,,,
2025-02-12 03:02:12+00:00,291.0,,,
2025-02-12 03:03:13+00:00,81.0,,,
2025-02-12 03:04:14+00:00,69.0,,,
2025-02-12 03:05:16+00:00,187.0,,,
2025-02-12 03:06:17+00:00,147.0,,,
2025-02-12 03:07:19+00:00,81.0,,,
2025-02-12 03:09:22+00:00,75.0,,,
2025-02-12 03:10:23+00:00,220.0,,,
2025-02-12 03:12:07+00:00,330.0,,,
2025-02-12 03:13:07+00:00,334.0,,,
2025-02-12 03:14:08+00:00,334.0,,,
2025-02-12 03:15:10+00:00,286.0,,,
2025-02-12 03:16:11+00:00,114.0,,,
2025-02-12 03:17:13+00:00,180.0,,,
2025-02-12 03:18:14+00:00,163.0,,,
2025-02-12 03:19:16+00:00,112.0,,,
2025-02-12 03:20:17+00:00,84.0,,,
2025-02-12 03:22:20+00:00,79.0,,,
2025-02-12 03:23:21+00:00,92.0,,,
2025-02-12 03:24:23+00:00,108.0,,,
2025-02-12 03:25:24+00:00,88.0,,,
2025-02-12 03:27:05+00:00,66.0,,,
2025-02-12 03:28:06+00:00,62.0,,,
2025-02-12 03:29:07+00:00,64.0,,,
2025-02-12 03:30:08+00:00,88.0,,,
2025-02-12 03:31:10+00:00,256.0,,,
2025-02-12 03:32:11+00:00,215.0,,,
2025-02-12 03:33:13+00:00,109.0,,,
2025-02-12 03:34:14+00:00,243.0,,,
2025-02-12 03:35:16+00:00,157.0,,,
2025-02-12 03:36:17+00:00,92.0,,,
2025-02-12 03:37:18+00:00,215.0,,,
2025-02-12 03:38:20+00:00,109.0,,,
2025-02-12 03:39:21+00:00,286.0,,,
2025-02-12 03:40:23+00:00,347.0,,,
2025-02-12 03:42:06+00:00,191.0,,,
2025-02-12 03:43:07+00:00,339.0,,,
2025-02-12 03:45:10+00:00,61.0,,,
2025-02-12 03:46:11+00:00,217.0,,,
2025-02-12 03:47:12+00:00,357.0,,,
2025-02-12 03:49:15+00:00,101.0,,,
2025-02-12 03:50:17+00:00,64.0,,,
2025-02-12 03:52:20+00:00,202.0,,,
2025-02-12 03:53:21+00:00,281.0,,,
2025-02-12 03:54:22+00:00,301.0,,,
2025-02-12 03:58:15+00:00,99.0,,,
2025-02-12 03:59:17+00:00,73.0,,,
2025-02-12 04:02:21+00:00,74.0,,,
2025-02-12 04:03:23+00:00,113.0,,,
2025-02-12 04:04:24+00:00,108.0,,,
2025-02-12 04:05:26+00:00,133.0,,,
2025-02-12 04:06:27+00:00,104.0,,,
2025-02-12 04:07:28+00:00,160.0,,,
2025-02-12 04:10:33+00:00,280.0,,,
2025-02-12 04:11:34+00:00,177.0,,,
2025-02-12 04:12:36+00:00,69.0,,,
2025-02-12 04:13:37+00:00,233.0,,,
2025-02-12 04:14:38+00:00,343.0,,,
2025-02-12 04:15:40+00:00,323.0,,,
2025-02-12 04:16:41+00:00,205.0,,,
2025-02-12 04:17:42+00:00,334.0,,,
2025-02-12 04:18:43+00:00,343.0,,,
2025-02-12 04:19:44+00:00,284.0,,,
2025-02-12 04:20:46+00:00,340.0,,,
2025-02-12 04:21:46+00:00,321.0,,,
2025-02-12 04:23:49+00:00,77.0,,,
2025-02-12 04:24:49+00:00,146.0,,,
2025-02-12 04:26:02+00:00,79.0,,,
2025-02-12 04:27:03+00:00,62.0,,,
2025-02-12 04:28:03+00:00,68.0,,,
2025-02-12 04:29:03+00:00,158.0,,,
2025-02-12 04:30:04+00:00,356.0,,,
2025-02-12 04:31:05+00:00,291.0,,,
2025-02-12 04:33:08+00:00,153.0,,,
2025-02-12 04:34:10+00:00,171.0,,,
2025-02-12 04:35:11+00:00,171.0,,,
2025-02-12 04:37:14+00:00,304.0,,,
2025-02-12 04:38:15+00:00,123.0,,,
2025-02-12 09:33:27+00:00,86.0,,,
2025-02-12 09:34:28+00:00,70.0,,,
2025-02-12 09:35:28+00:00,96.0,,,
2025-02-12 09:36:29+00:00,90.0,,,
2025-02-12 09:37:29+00:00,89.0,,,
2025-02-12 09:42:31+00:00,56.0,,,
2025-02-12 09:44:32+00:00,76.0,,,
2025-02-12 09:45:33+00:00,82.0,,,
2025-02-12 09:46:33+00:00,69.0,,,
2025-02-12 09:53:56+00:00,69.0,,,
2025-02-12 09:54:57+00:00,86.0,,,
2025-02-12 09:55:59+00:00,99.0,,,
2025-02-12 09:57:00+00:00,70.0,,,
2025-02-12 09:58:02+00:00,89.0,,,
2025-02-12 09:59:03+00:00,111.0,,,
2025-02-12 10:00:05+00:00,78.0,,,
2025-02-12 10:01:06+00:00,93.0,,,
2025-02-12 10:02:07+00:00,65.0,,,
2025-02-12 10:03:09+00:00,57.0,,,
2025-02-12 11:32:31+00:00,69.0,,,
2025-02-12 11:33:32+00:00,71.0,,,
2025-02-12 12:12:26+00:00,52.0,,,
2025-02-12 12:13:27+00:00,69.0,,,
2025-02-12 12:14:29+00:00,81.0,,,
2025-02-12 12:16:32+00:00,73.0,,,
2025-02-12 12:17:33+00:00,52.0,,,
2025-02-12 12:18:34+00:00,54.0,,,
2025-02-12 16:50:36+00:00,163.0,,,
2025-02-12 17:48:02+00:00,72.0,,,
2025-02-12 17:49:04+00:00,64.0,,,
2025-02-12 17:50:05+00:00,64.0,,,
2025-02-12 17:51:07+00:00,64.0,,,
2025-02-12 17:52:08+00:00,64.0,,,
2025-02-12 17:53:10+00:00,59.0,,,
2025-02-12 17:54:11+00:00,66.0,,,
2025-02-12 17:55:12+00:00,85.0,,,
2025-02-12 17:59:17+00:00,64.0,,,
2025-02-12 18:00:18+00:00,71.0,,,
2025-02-12 18:01:20+00:00,77.0,,,
2025-02-12 18:02:21+00:00,69.0,,,
2025-02-12 19:14:23+00:00,162.0,,,
2025-02-12 19:15:24+00:00,116.0,,,
2025-02-12 19:16:25+00:00,116.0,,,
2025-02-12 19:17:27+00:00,141.0,,,
2025-02-12 19:18:28+00:00,88.0,,,
2025-02-12 19:19:30+00:00,78.0,,,
2025-02-12 19:20:31+00:00,108.0,,,
2025-02-12 19:22:34+00:00,110.0,,,
2025-02-12 19:23:35+00:00,98.0,,,
2025-02-12 19:24:37+00:00,168.0,,,
2025-02-12 19:26:40+00:00,94.0,,,
2025-02-12 19:27:41+00:00,71.0,,,
2025-02-12 19:29:44+00:00,93.0,,,
2025-02-12 19:31:47+00:00,113.0,,,
2025-02-12 19:32:48+00:00,80.0,,,
2025-02-12 19:33:50+00:00,117.0,,,
2025-02-12 19:34:50+00:00,78.0,,,
2025-02-12 19:35:51+00:00,72.0,,,
2025-02-12 19:36:53+00:00,62.0,,,
2025-02-12 19:37:54+00:00,52.0,,,
2025-02-12 19:38:55+00:00,101.0,,,
2025-02-12 19:39:56+00:00,101.0,,,
2025-02-12 19:40:57+00:00,106.0,,,
2025-02-12 19:41:59+00:00,95.0,,,
2025-02-12 19:43:00+00:00,109.0,,,
2025-02-12 19:44:03+00:00,128.0,,,
2025-02-12 19:45:03+00:00,113.0,,,
2025-02-12 19:46:03+00:00,98.0,,,
2025-02-12 19:47:04+00:00,111.0,,,
2025-02-12 19:48:05+00:00,60.0,,,
2025-02-12 20:11:38+00:00,64.0,,,
2025-02-12 20:12:39+00:00,101.0,,,
2025-02-12 20:13:41+00:00,73.0,,,
2025-02-12 20:14:42+00:00,87.0,,,
2025-02-12 20:15:44+00:00,58.0,,,
2025-02-12 20:16:45+00:00,108.0,,,
2025-02-12 20:17:47+00:00,102.0,,,
2025-02-12 20:18:47+00:00,112.0,,,
2025-02-12 20:19:48+00:00,134.0,,,
2025-02-12 20:20:50+00:00,66.0,,,
2025-02-12 20:21:51+00:00,93.0,,,
2025-02-12 20:22:51+00:00,119.0,,,
2025-02-12 20:23:53+00:00,126.0,,,
2025-02-12 20:24:54+00:00,116.0,,,
2025-02-12 20:25:56+00:00,114.0,,,
2025-02-12 20:26:56+00:00,59.0,,,
2025-02-12 20:27:57+00:00,55.0,,,
2025-02-12 20:29:05+00:00,87.0,,,
2025-02-12 20:30:05+00:00,65.0,,,
2025-02-12 20:31:07+00:00,90.0,,,
2025-02-12 20:32:08+00:00,159.0,,,
2025-02-12 20:45:27+00:00,76.0,,,
2025-02-12 20:46:28+00:00,77.0,,,
2025-02-12 20:47:30+00:00,64.0,,,
2025-02-12 21:13:03+00:00,76.0,,,
2025-02-12 21:14:07+00:00,118.0,,,
2025-02-12 21:15:09+00:00,128.0,,,
2025-02-12 21:16:10+00:00,108.0,,,
2025-02-12 21:17:12+00:00,131.0,,,
2025-02-12 21:18:13+00:00,105.0,,,
2025-02-12 21:19:14+00:00,105.0,,,
2025-02-12 21:20:16+00:00,116.0,,,
2025-02-12 21:21:16+00:00,139.0,,,
2025-02-12 21:22:17+00:00,58.0,,,
2025-02-12 21:23:19+00:00,63.0,,,
2025-02-12 21:24:20+00:00,51.0,,,
2025-02-12 22:03:42+00:00,125.0,,,
2025-02-12 22:05:45+00:00,107.0,,,
2025-02-12 22:07:48+00:00,142.0,,,
2025-02-12 22:08:49+00:00,93.0,,,
2025-02-12 22:09:51+00:00,123.0,,,
2025-02-12 22:10:51+00:00,133.0,,,
2025-02-12 22:11:52+00:00,153.0,,,
2025-02-12 22:12:54+00:00,169.0,,,
2025-02-12 22:15:14+00:00,121.0,,,
2025-02-12 22:18:17+00:00,105.0,,,
2025-02-12 22:19:19+00:00,114.0,,,
2025-02-12 22:20:20+00:00,126.0,,,
2025-02-12 22:21:22+00:00,87.0,,,
2025-02-12 22:22:23+00:00,92.0,,,
2025-02-12 22:24:26+00:00,69.0,,,
2025-02-12 22:25:28+00:00,109.0,,,
2025-02-12 22:26:29+00:00,119.0,,,
2025-02-12 22:27:30+00:00,77.0,,,
2025-02-12 22:28:32+00:00,133.0,,,
2025-02-12 22:29:33+00:00,81.0,,,
2025-02-12 22:30:35+00:00,79.0,,,
2025-02-12 22:31:36+00:00,55.0,,,
2025-02-12 22:37:45+00:00,89.0,,,
2025-02-12 22:38:46+00:00,67.0,,,
2025-02-12 22:39:48+00:00,140.0,,,
2025-02-12 22:40:49+00:00,163.0,,,
2025-02-12 22:41:51+00:00,118.0,,,
2025-02-12 22:42:51+00:00,107.0,,,
2025-02-12 22:44:10+00:00,57.0,,,
2025-02-12 22:54:17+00:00,85.0,,,
2025-02-12 22:56:20+00:00,124.0,,,
2025-02-12 22:57:21+00:00,163.0,,,
2025-02-12 22:58:23+00:00,79.0,,,
2025-02-12 22:59:24+00:00,75.0,,,
2025-02-12 23:00:25+00:00,167.0,,,
2025-02-12 23:01:27+00:00,75.0,,,
2025-02-12 23:02:28+00:00,89.0,,,
2025-02-12 23:03:30+00:00,116.0,,,
2025-02-12 23:04:31+00:00,108.0,,,
2025-02-12 23:05:33+00:00,92.0,,,
2025-02-12 23:06:34+00:00,51.0,,,
2025-02-12 23:07:36+00:00,108.0,,,
2025-02-12 23:08:37+00:00,134.0,,,
2025-02-12 23:15:47+00:00,118.0,,,
2025-02-12 23:16:49+00:00,149.0,,,
2025-02-12 23:17:50+00:00,115.0,,,
2025-02-12 23:18:50+00:00,125.0,,,
2025-02-12 23:21:54+00:00,81.0,,,
2025-02-12 23:22:55+00:00,137.0,,,
2025-02-12 23:23:56+00:00,116.0,,,
2025-02-12 23:24:57+00:00,130.0,,,
2025-02-12 23:25:59+00:00,117.0,,,
2025-02-12 23:27:00+00:00,121.0,,,
2025-02-12 23:28:02+00:00,193.0,,,
2025-02-12 23:30:12+00:00,102.0,,,
2025-02-12 23:31:14+00:00,58.0,,,
2025-02-12 23:39:24+00:00,197.0,,,
2025-02-12 23:40:25+00:00,85.0,,,
2025-02-12 23:41:27+00:00,58.0,,,
2025-02-12 23:44:31+00:00,53.0,,,
2025-02-12 23:45:33+00:00,235.0,,,
2025-02-13 00:08:02+00:00,54.0,,,
2025-02-13 00:09:03+00:00,85.0,,,
2025-02-13 00:10:05+00:00,151.0,,,
2025-02-13 00:11:06+00:00,197.0,,,
2025-02-13 00:12:08+00:00,108.0,,,
2025-02-13 00:27:30+00:00,153.0,,,
2025-02-13 00:28:32+00:00,156.0,,,
2025-02-13 00:29:33+00:00,192.0,,,
2025-02-13 00:30:35+00:00,175.0,,,
2025-02-13 00:31:36+00:00,220.0,,,
2025-02-13 00:32:38+00:00,302.0,,,
2025-02-13 00:33:39+00:00,425.0,,,
2025-02-13 00:34:41+00:00,387.0,,,
2025-02-13 00:35:42+00:00,207.0,,,
2025-02-13 00:36:43+00:00,133.0,,,
2025-02-13 00:37:45+00:00,153.0,,,
2025-02-13 00:38:46+00:00,178.0,,,
2025-02-13 00:39:48+00:00,170.0,,,
2025-02-13 00:40:49+00:00,120.0,,,
2025-02-13 00:41:51+00:00,81.0,,,
2025-02-13 00:43:52+00:00,69.0,,,
2025-02-13 00:44:54+00:00,72.0,,,
2025-02-13 00:45:55+00:00,100.0,,,
2025-02-13 00:46:55+00:00,120.0,,,
2025-02-13 00:48:58+00:00,460.0,,,
2025-02-13 00:50:00+00:00,443.0,,,
2025-02-13 00:51:01+00:00,346.0,,,
