"State Code","County Code","Site Number","Parameter Code","POC","Latitude","Longitude","Datum","Parameter Name","Duration Description","Pollutant Standard","Date (Local)","Year","Day In Year (Local)","Units of Measure","Exceptional Data Type","Nonreg Observation Count","Observation Count","Observation Percent","Nonreg Arithmetic Mean","Arithmetic Mean","Nonreg First Maximum Value","First Maximum Value","First Maximum Hour","AQI","Daily Criteria Indicator","Tribe Name","State Name","County Name","City Name","Local Site Name","Address","MSA or CBSA Name","Data Source"
"08","013","0003","85101","4","40.164576","-105.100856","WGS84","PM10 - LC","1 HOUR","","2024-01-03","2024","003","Micrograms/cubic meter (LC)","None","","24","100.0000","","21.8625","","33.4","0",".","Y","","Colorado","Boulder","Longmont","LONGMONT - MUNICIPAL BLDG","350 KIMBARK ST.","Boulder, CO","AQS Data Mart"
"08","013","0003","88101","3","40.164576","-105.100856","WGS84","PM2.5 - Local Conditions","1 HOUR","","2024-01-03","2024","003","Micrograms/cubic meter (LC)","None","","24","100.0000","","8.120833","","21.3","0",".","Y","","Colorado","Boulder","Longmont","LONGMONT - MUNICIPAL BLDG","350 KIMBARK ST.","Boulder, CO","AQS Data Mart"
"08","013","0003","88101","3","40.164576","-105.100856","WGS84","PM2.5 - Local Conditions","24-HR BLK AVG","PM25 24-hour 2012","2024-01-03","2024","003","Micrograms/cubic meter (LC)","None","","1","100.0000","","8.1","","8.1","0","45","Y","","Colorado","Boulder","Longmont","LONGMONT - MUNICIPAL BLDG","350 KIMBARK ST.","Boulder, CO","AQS Data Mart"
"08","013","0003","68108","1","40.164576","-105.100856","WGS84","Average Ambient Pressure","24 HOUR","","2024-01-04","2024","004","Millimeters (mercury)","None","","1","100.0000","","631","","631","0",".","Y","","Colorado","Boulder","Longmont","LONGMONT - MUNICIPAL BLDG","350 KIMBARK ST.","Boulder, CO","AQS Data Mart"
"08","013","0003","88101","3","40.164576","-105.100856","WGS84","PM2.5 - Local Conditions","24-HR BLK AVG","PM25 Annual 2012","2024-01-04","2024","004","Micrograms/cubic meter (LC)","None","","1","100.0000","","10","","10","0","53","Y","","Colorado","Boulder","Longmont","LONGMONT - MUNICIPAL BLDG","350 KIMBARK ST.","Boulder, CO","AQS Data Mart"
"08","013","0003","68109","1","40.164576","-105.100856","WGS84","Elapsed Sample Time","24 HOUR","","2024-01-04","2024","004","Minutes","None","","1","100.0000","","1440","","1440","0",".","Y","","Colorado","Boulder","Longmont","LONGMONT - MUNICIPAL BLDG","350 KIMBARK ST.","Boulder, CO","AQS Data Mart"
"08","013","0003","88101","1","40.164576","-105.100856","WGS84","PM2.5 - Local Conditions","24 HOUR","PM25 24-hour 2012","2024-01-04","2024","004","Micrograms/cubic meter (LC)","None","","1","100.0000","","10.8","","10.8","0","54","Y","","Colorado","Boulder","Longmont","LONGMONT - MUNICIPAL BLDG","350 KIMBARK ST.","Boulder, CO","AQS Data Mart"
"08","013","0003","88101","1","40.164576","-105.100856","WGS84","PM2.5 - Local Conditions","24 HOUR","PM25 Annual 2012","2024-01-04","2024","004","Micrograms/cubic meter (LC)","None","","1","100.0000","","10.8","","10.8","0","54","Y","","Colorado","Boulder","Longmont","LONGMONT - MUNICIPAL BLDG","350 KIMBARK ST.","Boulder, CO","AQS Data Mart"
"08","013","0003","68102","1","40.164576","-105.100856","WGS84","Sample Volume","24 HOUR","","2024-01-04","2024","004","Cubic meter","None","","1","100.0000","","24","","24","0",".","Y","","Colorado","Boulder","Longmont","LONGMONT - MUNICIPAL BLDG","350 KIMBARK ST.","Boulder, CO","AQS Data Mart"
"08","013","0003","68105","1","40.164576","-105.100856","WGS84","Average Ambient Temperature","24 HOUR","","2024-01-04","2024","004","Degrees Centigrade","None","","1","100.0000","","-2.8","","-2.8","0",".","Y","","Colorado","Boulder","Longmont","LONGMONT - MUNICIPAL BLDG","350 KIMBARK ST.","Boulder, CO","AQS Data Mart"
"08","013","0003","88101","3","40.164576","-105.100856","WGS84","PM2.5 - Local Conditions","1 HOUR","","2024-01-04","2024","004","Micrograms/cubic meter (LC)","None","","24","100.0000","","10.025","","17.5","23",".","Y","","Colorado","Boulder","Longmont","LONGMONT - MUNICIPAL BLDG","350 KIMBARK ST.","Boulder, CO","AQS Data Mart"
"08","013","0003","68101","1","40.164576","-105.100856","WGS84","Sample Flow Rate- CV","24 HOUR","","2024-01-04","2024","004","Percent","None","","1","100.0000","","0.6","","0.6","0",".","Y","","Colorado","Boulder","Longmont","LONGMONT - MUNICIPAL BLDG","350 KIMBARK ST.","Boulder, CO","AQS Data Mart"
"08","013","0003","88101","3","40.164576","-105.100856","WGS84","PM2.5 - Local Conditions","24-HR BLK AVG","PM25 24-hour 2012","2024-01-04","2024","004","Micrograms/cubic meter (LC)","None","","1","100.0000","","10","","10","0","53","Y","","Colorado","Boulder","Longmont","LONGMONT - MUNICIPAL BLDG","350 KIMBARK ST.","Boulder, CO","AQS Data Mart"
"08","013","0003","85101","4","40.164576","-105.100856","WGS84","PM10 - LC","1 HOUR","","2024-01-04","2024","004","Micrograms/cubic meter (LC)","None","","24","100.0000","","19.866667","","31","23",".","Y","","Colorado","Boulder","Longmont","LONGMONT - MUNICIPAL BLDG","350 KIMBARK ST.","Boulder, CO","AQS Data Mart"
"08","013","0003","85101","4","40.164576","-105.100856","WGS84","PM10 - LC","1 HOUR","","2024-01-05","2024","005","Micrograms/cubic meter (LC)","None","","24","100.0000","","21.95","","39.7","1",".","Y","","Colorado","Boulder","Longmont","LONGMONT - MUNICIPAL BLDG","350 KIMBARK ST.","Boulder, CO","AQS Data Mart"
"08","013","0003","88101","3","40.164576","-105.100856","WGS84","PM2.5 - Local Conditions","24-HR BLK AVG","PM25 Annual 2012","2024-01-05","2024","005","Micrograms/cubic meter (LC)","None","","1","100.0000","","11.2","","11.2","0","55","Y","","Colorado","Boulder","Longmont","LONGMONT - MUNICIPAL BLDG","350 KIMBARK ST.","Boulder, CO","AQS Data Mart"
